Frame,Light_Context,Obstacle_Context,Carla_Agent_Action,LLM_Action,Match,LLM_Low-Level_Control,LLM_Thought
1067,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Stop,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not time to execute that yet as we are still approaching the intersection. Given the immediate situation, my priority is to maintain safety."
1068,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1069,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1070,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1071,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1072,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1073,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1074,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1075,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1076,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1077,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1078,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1079,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1080,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1081,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1082,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1083,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1084,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1085,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1086,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1087,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1088,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1089,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1090,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1091,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1092,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1093,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1094,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1095,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1096,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1097,Green,vehicle,Hard Brake / Emergency Stop,Accelerate,False,"Throttle: 1.0 (smooth acceleration), Steer: 0.0, Brake: 0.0","I am approaching a green traffic light, which means it's safe to proceed. However, there is another vehicle very close in front of me, so I need to be cautious and maintain a safe distance. Since my current speed is 0 km/h, I should start accelerating smoothly to match the speed of the preceding vehicle."
1098,Green,vehicle,Hard Brake / Emergency Stop,Accelerate,False,"Throttle: 1.0 (smooth acceleration), Steer: 0.0, Brake: 0.0","I am approaching a green traffic light, which means it's safe to proceed. However, there is another vehicle very close in front of me, so I need to be cautious and maintain a safe distance. Since my current speed is 0 km/h, I should start accelerating smoothly to match the speed of the preceding vehicle."
1099,Green,vehicle,Hard Brake / Emergency Stop,Accelerate,False,"Throttle: 1.0 (smooth acceleration), Steer: 0.0, Brake: 0.0","I am approaching a green traffic light, which means it's safe to proceed. However, there is another vehicle very close in front of me, so I need to be cautious and maintain a safe distance. Since my current speed is 0 km/h, I should start accelerating smoothly to match the speed of the preceding vehicle."
1100,Green,vehicle,Hard Brake / Emergency Stop,Accelerate,False,"Throttle: 1.0 (smooth acceleration), Steer: 0.0, Brake: 0.0","I am approaching a green traffic light, which means it's safe to proceed. However, there is another vehicle very close in front of me, so I need to be cautious and maintain a safe distance. Since my current speed is 0 km/h, I should start accelerating smoothly to match the speed of the preceding vehicle."
1101,Green,vehicle,Hard Brake / Emergency Stop,Accelerate,False,"Throttle: 1.0 (smooth acceleration), Steer: 0.0, Brake: 0.0","I am approaching a green traffic light, which means it's safe to proceed. However, there is another vehicle very close in front of me, so I need to be cautious and maintain a safe distance. Since my current speed is 0 km/h, I should start accelerating smoothly to match the speed of the preceding vehicle."
1102,Green,vehicle,Hard Brake / Emergency Stop,Yield / Slow Down,False,"Throttle: 0.2 (gradually increasing speed), Steer: 0.0 (maintaining current lane), Brake: 0.5 (moderate braking to slow down)","I am approaching a green traffic light, so I can start moving forward again. However, there is another vehicle in my path, requiring me to slow down and yield. Given the close proximity of the other vehicle, I need to take extra caution."
1103,Green,vehicle,Hard Brake / Emergency Stop,Yield / Slow Down,False,"Throttle: 0.2 (gradually increasing speed), Steer: 0.0 (maintaining current lane), Brake: 0.5 (moderate braking to slow down)","I am approaching a green traffic light, so I can start moving forward again. However, there is another vehicle in my path, requiring me to slow down and yield. Given the short distance to the other vehicle, I need to take control of the vehicle's speed."
1104,Green,vehicle,Hard Brake / Emergency Stop,Yield / Slow Down,False,"Throttle: 0.2 (slowly increase speed), Steer: 0.0 (maintain current direction), Brake: 0.5 (moderate braking to slow down)","I am approaching a green traffic light, so I can start moving forward again. However, there is another vehicle in my path, requiring me to slow down and yield. Given the close distance of 8.26 meters, I need to take extra caution."
1105,Green,pedestrian,Hard Brake / Emergency Stop,Yield / Slow Down,False,"Throttle: 0.1, Steer: 0.0, Brake: 0.5","I am approaching a green traffic light, which means it's safe to proceed. However, there is a pedestrian in my path, requiring me to slow down and yield. Given that the pedestrian is already close (8.86 meters away), I need to take extra caution."
1106,Green,pedestrian,Slight Right / Follow Curve,Yield / Slow Down,False,"Throttle: 0.2 (gradually increase speed), Steer: 0.0 (maintain current direction), Brake: 0.5 (moderate braking to slow down)

Note: The vehicle will continue to yield to the pedestrian and only proceed when it is safe to do so, taking into account the pedestrian's movement and any other potential hazards in the area.","I am approaching a green traffic light, which means it's safe to proceed. However, there is a pedestrian in my path, requiring me to slow down and yield. Given that the pedestrian is only 8.86 meters away, I need to take extra caution."
1107,Green,vehicle,Slight Right / Follow Curve,Gradual Brake / Slow Down,False,"Throttle: 0.5, Steer: 0.069, Brake: 0.2","I am approaching a green traffic light, so I can continue driving safely. However, there is another vehicle in my path, requiring me to slow down and maintain a safe distance. The GPS Route Instruction indicates that I need to turn right at the upcoming intersection."
1108,Green,vehicle,Slight Right / Follow Curve,Gradual Brake / Slow Down,False,"Throttle: 0.5, Steer: 0.066, Brake: 0.2","I am approaching a green traffic light, so I can continue driving safely. However, there is another vehicle in my path, requiring me to slow down and maintain a safe distance. The GPS Route Instruction indicates that I need to turn right at the upcoming intersection."
1109,Green,vehicle,Strong Acceleration,Gradual Brake / Slow Down,False,"Throttle: 0.5, Steer: 0.064, Brake: 0.2","I am approaching a green traffic light, so I can continue driving forward. However, there is another vehicle in my path, requiring me to slow down and maintain a safe distance. The GPS Route Instruction indicates that I need to turn right at the upcoming intersection."
1110,Green,vehicle,Hard Brake / Emergency Stop,Gradual Brake / Slow Down,False,"Throttle: 0.4, Steer: 0.045, Brake: 0.2","I am approaching a green traffic light, so I can continue driving safely. However, there is a vehicle in my path, requiring me to slow down or yield. Given the short distance and stopped vehicle ahead, I need to adjust my speed to maintain a safe following distance."
1111,Green,vehicle,Hard Brake / Emergency Stop,Resume Speed / Proceed with Caution,False,"Throttle: 0.2 (gradually increase speed), Steer: 0.0 (maintain current direction), Brake: 0.0 (release brake)","I am currently stopped due to the previous red traffic light and the vehicle in my path. The current traffic light is green, indicating it's safe to proceed. However, I need to ensure a safe distance from the approaching vehicle ahead."
1112,Green,vehicle,Hard Brake / Emergency Stop,Accelerate / Proceed with Caution,False,"Throttle: 0.5, Steer: 0.0, Brake: 0.0","I am approaching a green traffic light, which means it's safe to proceed. However, there is another vehicle in my path, but since it's stopped and not moving, I can safely pass by it. The GPS Route Instruction indicates that I need to turn right at the upcoming intersection."
1113,Green,vehicle,Hard Brake / Emergency Stop,Accelerate / Proceed with Caution,False,"Throttle: 0.5, Steer: 0.2 (to maintain lane keeping), Brake: 0.0","I am approaching a green traffic light, which means it's safe to proceed. However, there is another vehicle in my path, but since it's stopped and not moving, I can safely pass by it. The GPS Route Instruction indicates that I need to turn right at the upcoming intersection."
1114,Green,vehicle,Hard Brake / Emergency Stop,Accelerate / Proceed with Caution,False,"Throttle: 0.5, Steer: 0.2 (to maintain lane keeping), Brake: 0.0","I am approaching a green traffic light, which means it's safe to proceed. However, there is another vehicle in my path, but since it's stopped and not moving, I can safely pass by it. The GPS Route Instruction indicates that I need to turn right at the upcoming intersection."
1115,Green,vehicle,Hard Brake / Emergency Stop,Accelerate / Proceed with Caution,False,"Throttle: 0.5, Steer: 0.2 (to maintain lane keeping), Brake: 0.0","I am approaching a green traffic light, which means it's safe to proceed. However, there is another vehicle in my path, but since it's stopped and not moving, I can safely pass by it. The GPS Route Instruction indicates that I need to turn right at the upcoming intersection."
1116,Green,vehicle,Hard Brake / Emergency Stop,Accelerate / Proceed with Caution,False,"Throttle: 0.5, Steer: 0.2 (to maintain lane keeping), Brake: 0.0","I am approaching a green traffic light, which means it's safe to proceed. However, there is another vehicle in my path, but since it's stopped and not moving, I can safely pass by it. The GPS Route Instruction indicates that I need to turn right at the upcoming intersection."
1117,Yellow,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Cautionary Braking,False,"Throttle: 0.0, Steer: 0.0, Brake: 0.5 ( gentle braking to maintain control and prepare for potential stop)","I am currently stopped due to the previous red traffic light and the vehicle in my path. The yellow traffic light ahead indicates caution, but it's not a stop condition. However, there is another vehicle approaching from the front at a close distance, requiring me to be cautious."
1118,Yellow,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Cautionary Braking,False,"Throttle: 0.0, Steer: 0.0, Brake: 0.5 ( gentle braking to maintain control and prepare for potential stop)","I am currently stopped due to the previous red traffic light and the vehicle in my path. The yellow traffic light ahead indicates caution, but it's not a stop condition. However, there is another vehicle approaching from the front at a close distance, requiring me to be cautious."
1119,Yellow,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Cautionary Braking,False,"Throttle: 0.0, Steer: 0.0, Brake: 0.5 ( gentle braking to maintain control and prepare for potential stop)","I am currently stopped due to the previous red traffic light and the vehicle in my path. The yellow traffic light ahead indicates caution, but it's not a stop condition. However, there is another vehicle approaching from the front at a close distance, requiring me to be cautious."
1120,Yellow,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Cautionary Braking,False,"Throttle: 0.0, Steer: 0.0, Brake: 0.5 ( gentle braking to maintain control and prepare for potential stop)","I am currently stopped due to the previous red traffic light and the vehicle in my path. The yellow traffic light ahead indicates caution, but it's not a stop condition. However, there is another vehicle approaching from the front at a close distance, requiring me to be cautious."
1121,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still at or approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1122,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1123,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1124,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1125,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1126,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1127,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1128,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Yield,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping a safe distance from the approaching vehicle."
1129,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Yield,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the proximity of the approaching vehicle. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping a safe distance from the approaching vehicle."
1130,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Yield,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the approaching vehicle in my path. The GPS Route Instruction indicates a turn right, but it's not time to execute that yet as we are still approaching the intersection. Given the proximity of the other vehicle, I need to prioritize safety."
1131,Red,vehicle,Hard Brake / Emergency Stop,Gradual Brake / Yield,False,"Throttle: 0.5, Steer: 0.018, Brake: 0.2","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute that command as we are still approaching the intersection."
1132,Red,vehicle,Strong Acceleration,Gradual Brake / Yield,False,"Throttle: 0.5, Steer: 0.017, Brake: 0.2","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute that command as we are still approaching the intersection."
1133,Red,vehicle,Strong Acceleration,Gradual Brake / Yield,False,"Throttle: 0.5, Steer: 0.006, Brake: 0.2","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a turn right, but it's not yet time to execute that command as we are still approaching the intersection."
1134,Red,vehicle,Hard Brake / Emergency Stop,Gradual Brake / Yield,False,"Throttle: 0.5, Steer: 0.006, Brake: 0.2","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a turn right, but it's not yet time to execute that command as we are still approaching the intersection."
1135,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1136,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1137,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1138,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1139,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1140,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1141,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1142,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1143,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1144,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
