Frame,Light_Context,Obstacle_Context,Carla_Agent_Action,LLM_Action,Match,LLM_Low-Level_Control,LLM_Thought
980,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
981,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
982,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
983,None,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
984,None,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
985,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
986,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
987,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
988,None,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
989,None,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
990,None,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
991,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
992,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
993,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
994,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
995,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
996,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
997,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
998,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
999,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1000,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1001,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1002,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1003,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1004,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1005,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1006,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1007,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1008,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1009,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1010,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1011,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1012,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1013,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1014,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1015,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1016,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1017,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1018,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1019,None,pedestrian,Hard Brake / Emergency Stop,Strong Acceleration,False,"Throttle: 0.75, Steer: -0.024, Brake: 0.0","There is a pedestrian in my path, requiring me to brake or yield."
1020,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1021,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1022,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1023,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1024,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1025,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1026,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1027,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1028,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1029,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1030,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1031,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1032,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1033,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1034,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1035,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1036,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1037,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1038,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1039,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1040,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1041,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1042,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1043,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1044,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1045,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1046,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1047,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1048,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1049,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1050,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1051,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1052,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1053,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1054,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1055,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1056,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1057,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1058,None,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a pedestrian in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1059,Red,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.019, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a pedestrian in my path, requiring me to brake or yield."
1060,Red,pedestrian,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.017, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a pedestrian in my path, requiring me to brake or yield."
1061,Red,pedestrian,Slight Left / Follow Curve,Slight Left / Follow Curve,True,"Throttle: 0.75, Steer: -0.076, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a pedestrian in my path, requiring me to brake or yield."
1062,Red,pedestrian,Slight Left / Follow Curve,Slight Left / Follow Curve,True,"Throttle: 0.75, Steer: -0.072, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a pedestrian in my path, requiring me to brake or yield."
1063,Red,None,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.011, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum."
1064,Red,None,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: 0.004, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum."
1065,Red,vehicle,Hard Brake / Emergency Stop,Strong Acceleration,False,"Throttle: 0.566, Steer: -0.001, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
1066,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield."
1067,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1068,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1069,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1070,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1071,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1072,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1073,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1074,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1075,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1076,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1077,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1078,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1079,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1080,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1081,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1082,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1083,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1084,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1085,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1086,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1087,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1088,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1089,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1090,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1091,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1092,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1093,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1094,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1095,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1096,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.022, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1097,Green,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1098,Green,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
1099,Green,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
